UF,Sexo,Idade,Cor,Anos de Estudo,Renda
São Paulo,Feminino,38,Preta,12,1700
São Paulo,Feminino,55,Branca,12,2100
São Paulo,Masculino,60,Preta,5,1800
São Paulo,Masculino,37,Branca,16,3000
São Paulo,Masculino,49,Branca,12,2500
São Paulo,Masculino,57,Branca,9,2000
São Paulo,Feminino,37,Branca,12,2200
São Paulo,Masculino,30,Parda,12,1500
São Paulo,Masculino,45,Branca,12,1000
São Paulo,Feminino,43,Branca,12,300
São Paulo,Masculino,40,Parda,6,3500
São Paulo,Feminino,34,Branca,12,1000
São Paulo,Feminino,23,Branca,11,500
São Paulo,Feminino,32,Parda,12,1000
São Paulo,Feminino,39,Branca,11,788
São Paulo,Feminino,58,Branca,7,350
São Paulo,Masculino,50,Parda,12,6000
São Paulo,Masculino,39,Branca,12,3000
São Paulo,Feminino,42,Branca,12,1000
São Paulo,Masculino,46,Branca,16,5000
São Paulo,Masculino,47,Branca,16,10000
São Paulo,Masculino,51,Branca,16,1400
São Paulo,Feminino,25,Branca,13,2500
São Paulo,Masculino,35,Branca,12,1700
São Paulo,Masculino,47,Branca,5,600
São Paulo,Masculino,38,Branca,12,1200
São Paulo,Masculino,28,Parda,12,2100
São Paulo,Masculino,65,Parda,3,1500
São Paulo,Masculino,47,Parda,12,1200
São Paulo,Feminino,23,Parda,10,1100
São Paulo,Masculino,38,Parda,12,2000
São Paulo,Feminino,51,Branca,12,788
São Paulo,Masculino,30,Parda,9,1500
São Paulo,Masculino,48,Parda,2,1200
São Paulo,Feminino,48,Branca,12,788
São Paulo,Masculino,67,Parda,3,1200
São Paulo,Masculino,27,Parda,6,1400
São Paulo,Masculino,32,Indígena,12,3000
São Paulo,Feminino,50,Branca,12,7000
São Paulo,Masculino,41,Parda,9,1800
São Paulo,Masculino,51,Branca,5,1500
São Paulo,Feminino,59,Branca,1,1200
São Paulo,Masculino,52,Branca,5,1800
São Paulo,Masculino,23,Branca,9,1490
São Paulo,Masculino,50,Preta,4,1200
São Paulo,Masculino,38,Branca,8,1700
São Paulo,Masculino,45,Parda,12,1200
São Paulo,Masculino,59,Branca,12,1500
São Paulo,Masculino,36,Branca,16,15000
São Paulo,Masculino,30,Parda,12,1600
São Paulo,Feminino,54,Branca,12,1800
São Paulo,Masculino,39,Branca,16,7000
São Paulo,Masculino,60,Branca,16,7900
São Paulo,Masculino,55,Branca,16,11000
São Paulo,Masculino,60,Branca,12,900
São Paulo,Feminino,43,Branca,6,1078
São Paulo,Masculino,26,Branca,9,800
São Paulo,Feminino,52,Parda,4,850
São Paulo,Feminino,49,Branca,12,788
São Paulo,Masculino,55,Branca,8,1500
São Paulo,Masculino,46,Parda,7,1800
São Paulo,Feminino,55,Branca,5,1000
São Paulo,Feminino,28,Parda,9,320
São Paulo,Feminino,65,Branca,3,350
São Paulo,Feminino,45,Branca,12,1500
São Paulo,Masculino,59,Branca,6,1350
São Paulo,Masculino,28,Parda,13,1500
São Paulo,Masculino,39,Branca,16,4500
São Paulo,Masculino,47,Parda,15,6000
São Paulo,Masculino,45,Preta,13,5200
São Paulo,Masculino,45,Parda,12,5100
São Paulo,Masculino,34,Branca,16,6500
São Paulo,Masculino,46,Parda,15,3500
São Paulo,Masculino,45,Branca,16,5000
São Paulo,Masculino,24,Branca,13,4500
São Paulo,Masculino,32,Branca,12,1600
São Paulo,Feminino,32,Branca,15,4300
São Paulo,Masculino,27,Parda,12,3500
São Paulo,Masculino,31,Branca,15,3500
São Paulo,Feminino,33,Preta,12,3500
São Paulo,Masculino,48,Branca,12,3900
São Paulo,Feminino,39,Branca,16,4000
São Paulo,Masculino,50,Branca,12,3000
São Paulo,Masculino,55,Branca,15,10000
São Paulo,Masculino,52,Branca,7,10000
São Paulo,Masculino,47,Branca,16,13000
São Paulo,Feminino,33,Branca,16,10000
São Paulo,Masculino,34,Branca,16,9000
São Paulo,Masculino,42,Branca,12,800
São Paulo,Masculino,65,Amarela,16,5000
São Paulo,Feminino,31,Parda,10,2500
São Paulo,Masculino,35,Parda,12,1300
São Paulo,Masculino,33,Parda,12,1570
São Paulo,Masculino,44,Parda,12,1722
São Paulo,Feminino,57,Branca,12,1000
São Paulo,Masculino,36,Parda,12,4200
São Paulo,Masculino,60,Branca,4,2000
São Paulo,Feminino,32,Parda,12,980
São Paulo,Masculino,24,Branca,14,5000
São Paulo,Masculino,46,Branca,12,1400
São Paulo,Masculino,41,Branca,11,1500
São Paulo,Feminino,38,Branca,15,1300
São Paulo,Masculino,58,Parda,7,1800
São Paulo,Masculino,45,Branca,12,1500
São Paulo,Masculino,49,Parda,7,1300
São Paulo,Masculino,51,Branca,5,1600
São Paulo,Masculino,44,Parda,12,2480
São Paulo,Masculino,65,Preta,4,1900
São Paulo,Masculino,38,Parda,6,1500
São Paulo,Masculino,36,Branca,9,1300
São Paulo,Feminino,42,Branca,6,800
São Paulo,Masculino,57,Parda,12,1300
São Paulo,Feminino,51,Parda,4,1400
São Paulo,Masculino,31,Parda,12,1500
São Paulo,Masculino,33,Parda,11,3500
São Paulo,Masculino,40,Parda,9,1600
São Paulo,Feminino,30,Preta,12,1083
São Paulo,Masculino,34,Parda,9,1500
São Paulo,Masculino,48,Branca,9,1600
São Paulo,Feminino,40,Parda,9,950
São Paulo,Masculino,55,Branca,12,1000
São Paulo,Feminino,54,Branca,5,900
São Paulo,Feminino,45,Parda,7,1100
São Paulo,Masculino,54,Branca,3,950
São Paulo,Masculino,35,Parda,9,1800
São Paulo,Masculino,29,Branca,12,500
São Paulo,Masculino,54,Parda,9,2800
São Paulo,Masculino,36,Branca,12,1500
São Paulo,Masculino,48,Branca,12,1200
São Paulo,Masculino,35,Preta,12,1400
São Paulo,Masculino,43,Branca,16,3500
São Paulo,Masculino,49,Branca,15,1000
São Paulo,Masculino,44,Parda,12,3000
São Paulo,Masculino,34,Parda,12,788
São Paulo,Feminino,56,Branca,16,5000
São Paulo,Masculino,50,Branca,12,4000
São Paulo,Feminino,59,Preta,1,1000
São Paulo,Masculino,26,Preta,5,1200
São Paulo,Masculino,36,Branca,9,1100
São Paulo,Masculino,46,Branca,12,3000
São Paulo,Masculino,52,Branca,12,1500
São Paulo,Masculino,35,Branca,16,4000
São Paulo,Feminino,41,Preta,6,2000
São Paulo,Masculino,56,Branca,12,8000
São Paulo,Masculino,44,Parda,5,2000
São Paulo,Masculino,68,Branca,16,5000
São Paulo,Feminino,32,Branca,16,3000
São Paulo,Masculino,45,Branca,16,4500
São Paulo,Feminino,55,Branca,14,3941
São Paulo,Feminino,50,Branca,16,38000
São Paulo,Masculino,33,Branca,16,11000
São Paulo,Feminino,59,Branca,16,3000
São Paulo,Masculino,33,Branca,16,23000
São Paulo,Masculino,50,Branca,16,48000
São Paulo,Masculino,67,Branca,16,10000
São Paulo,Masculino,45,Parda,12,1500
São Paulo,Masculino,37,Parda,12,1665
São Paulo,Masculino,42,Parda,12,2000
São Paulo,Feminino,50,Preta,11,1000
São Paulo,Masculino,47,Parda,10,2000
São Paulo,Masculino,27,Parda,12,2500
São Paulo,Masculino,40,Branca,5,1200
São Paulo,Feminino,47,Parda,12,1000
São Paulo,Feminino,35,Branca,10,788
São Paulo,Feminino,56,Parda,4,800
São Paulo,Feminino,36,Branca,9,2400
São Paulo,Feminino,42,Preta,3,916
São Paulo,Masculino,51,Branca,12,3000
São Paulo,Masculino,39,Branca,5,1080
São Paulo,Masculino,38,Preta,11,1430
São Paulo,Masculino,49,Branca,12,3500
São Paulo,Masculino,38,Branca,14,1500
São Paulo,Masculino,35,Branca,14,1500
São Paulo,Masculino,33,Parda,12,788
São Paulo,Masculino,72,Parda,1,1600
São Paulo,Masculino,44,Parda,7,1500
São Paulo,Feminino,35,Branca,13,2900
São Paulo,Masculino,57,Branca,9,900
São Paulo,Masculino,39,Parda,6,1670
São Paulo,Masculino,51,Branca,9,1600
São Paulo,Feminino,56,Preta,9,2000
São Paulo,Feminino,20,Branca,12,1700
São Paulo,Masculino,36,Branca,5,1000
São Paulo,Masculino,30,Parda,12,1000
São Paulo,Masculino,36,Parda,9,900
São Paulo,Masculino,42,Parda,12,1000
São Paulo,Masculino,37,Preta,12,1900
São Paulo,Masculino,40,Parda,1,1000
São Paulo,Masculino,51,Parda,12,1200
São Paulo,Masculino,36,Parda,12,1650
São Paulo,Masculino,49,Branca,12,1500
São Paulo,Masculino,38,Branca,16,8900
São Paulo,Masculino,79,Branca,16,3200
São Paulo,Masculino,74,Branca,16,7500
São Paulo,Masculino,55,Branca,16,6800
São Paulo,Masculino,29,Preta,12,2500
São Paulo,Masculino,54,Branca,16,1000
São Paulo,Feminino,51,Branca,12,1500
São Paulo,Feminino,34,Branca,16,7000
São Paulo,Masculino,40,Parda,9,1500
São Paulo,Masculino,55,Parda,16,16000
São Paulo,Masculino,60,Amarela,12,8000
São Paulo,Masculino,35,Branca,15,5000
São Paulo,Masculino,38,Preta,16,13000
São Paulo,Feminino,29,Amarela,16,6000
São Paulo,Feminino,37,Branca,16,5800
São Paulo,Masculino,31,Amarela,16,4500
São Paulo,Masculino,59,Branca,16,7000
São Paulo,Feminino,55,Parda,12,1800
São Paulo,Masculino,46,Parda,16,4600
São Paulo,Masculino,26,Branca,16,6000
São Paulo,Feminino,39,Branca,16,6000
São Paulo,Masculino,41,Parda,12,2304
São Paulo,Masculino,46,Branca,12,4000
São Paulo,Masculino,37,Branca,12,5000
São Paulo,Masculino,29,Parda,12,3000
São Paulo,Feminino,42,Branca,8,2000
São Paulo,Masculino,36,Branca,9,700
São Paulo,Feminino,58,Parda,6,600
São Paulo,Masculino,36,Preta,16,3000
São Paulo,Feminino,47,Branca,16,3000
São Paulo,Masculino,43,Parda,12,400
São Paulo,Feminino,62,Parda,9,1700
São Paulo,Feminino,29,Preta,16,2000
São Paulo,Masculino,28,Preta,12,5000
São Paulo,Feminino,49,Preta,12,1500
São Paulo,Masculino,42,Branca,9,1600
São Paulo,Feminino,56,Branca,9,1200
São Paulo,Feminino,49,Parda,12,2500
São Paulo,Feminino,55,Parda,16,1300
São Paulo,Masculino,53,Parda,16,15000
São Paulo,Feminino,42,Branca,12,1500
São Paulo,Feminino,48,Parda,16,4600
São Paulo,Masculino,53,Parda,16,2018
São Paulo,Feminino,51,Parda,5,1200
São Paulo,Masculino,44,Parda,16,3000
São Paulo,Feminino,58,Parda,12,850
São Paulo,Masculino,47,Parda,9,1500
São Paulo,Feminino,38,Parda,16,1400
São Paulo,Feminino,40,Parda,6,788
São Paulo,Masculino,27,Branca,9,1000
São Paulo,Masculino,36,Parda,11,2500
São Paulo,Feminino,72,Branca,5,800
São Paulo,Masculino,42,Branca,6,2500
São Paulo,Feminino,52,Parda,11,788
São Paulo,Masculino,55,Parda,12,2400
São Paulo,Masculino,54,Branca,12,2500
São Paulo,Masculino,61,Branca,5,900
São Paulo,Masculino,67,Preta,1,1500
São Paulo,Feminino,35,Parda,12,1600
São Paulo,Feminino,49,Preta,16,4000
São Paulo,Masculino,34,Branca,16,1000
São Paulo,Masculino,40,Preta,15,3000
São Paulo,Masculino,38,Branca,11,1500
São Paulo,Masculino,31,Parda,8,3000
São Paulo,Masculino,27,Parda,12,1372
São Paulo,Masculino,25,Parda,12,1800
São Paulo,Feminino,49,Branca,14,1200
São Paulo,Masculino,55,Branca,12,900
São Paulo,Masculino,23,Branca,12,1300
São Paulo,Masculino,62,Preta,16,2500
São Paulo,Masculino,65,Preta,12,2500
São Paulo,Feminino,58,Preta,5,1500
São Paulo,Masculino,60,Parda,7,1200
São Paulo,Feminino,44,Parda,8,920
São Paulo,Masculino,37,Branca,12,2000
São Paulo,Masculino,52,Parda,12,2000
São Paulo,Masculino,44,Parda,12,1500
São Paulo,Masculino,42,Parda,12,2800
São Paulo,Feminino,25,Branca,12,2300
São Paulo,Masculino,56,Parda,1,950
São Paulo,Masculino,47,Parda,8,700
São Paulo,Masculino,22,Branca,12,1200
São Paulo,Masculino,58,Parda,12,1700
São Paulo,Masculino,26,Branca,9,1100
São Paulo,Masculino,27,Parda,10,1200
São Paulo,Masculino,45,Branca,6,1000
São Paulo,Masculino,55,Parda,6,1400
São Paulo,Masculino,35,Parda,12,2000
São Paulo,Masculino,67,Branca,5,780
São Paulo,Masculino,47,Branca,10,1500
São Paulo,Masculino,66,Parda,6,1000
São Paulo,Feminino,52,Parda,12,1000
São Paulo,Masculino,51,Parda,12,1000
São Paulo,Masculino,59,Parda,5,788
São Paulo,Feminino,48,Parda,6,1500
São Paulo,Feminino,56,Branca,16,1800
São Paulo,Masculino,29,Branca,14,2000
São Paulo,Masculino,29,Branca,16,6000
São Paulo,Masculino,25,Branca,16,2500
São Paulo,Feminino,35,Branca,16,4300
São Paulo,Masculino,81,Branca,9,1500
São Paulo,Feminino,31,Parda,16,2200
São Paulo,Feminino,61,Amarela,12,3000
São Paulo,Masculino,44,Amarela,12,1200
São Paulo,Masculino,41,Branca,12,6000
São Paulo,Masculino,31,Preta,16,5000
São Paulo,Masculino,53,Preta,13,1600
São Paulo,Masculino,26,Parda,13,916
São Paulo,Masculino,59,Branca,12,1500
São Paulo,Masculino,58,Branca,4,1000
São Paulo,Masculino,40,Parda,9,2000
São Paulo,Feminino,43,Parda,12,2000
São Paulo,Masculino,61,Branca,5,3500
São Paulo,Masculino,25,Branca,12,2000
São Paulo,Feminino,33,Parda,8,860
São Paulo,Masculino,53,Branca,12,2800
São Paulo,Masculino,56,Branca,10,2800
São Paulo,Masculino,44,Parda,9,1100
São Paulo,Masculino,70,Branca,5,1000
São Paulo,Masculino,36,Branca,12,1500
São Paulo,Masculino,44,Branca,8,2400
São Paulo,Masculino,51,Parda,12,2500
São Paulo,Feminino,61,Branca,16,4500
São Paulo,Masculino,51,Branca,12,1200
São Paulo,Feminino,56,Branca,14,1650
São Paulo,Feminino,57,Branca,7,1000
São Paulo,Masculino,54,Branca,16,5000
São Paulo,Masculino,58,Branca,9,5500
São Paulo,Masculino,48,Branca,11,1400
São Paulo,Feminino,39,Parda,15,2500
São Paulo,Feminino,43,Branca,11,3500
São Paulo,Feminino,37,Branca,15,2500
São Paulo,Feminino,54,Branca,16,2400
São Paulo,Masculino,52,Branca,16,3000
São Paulo,Masculino,41,Branca,14,5000
São Paulo,Masculino,51,Branca,16,5000
São Paulo,Masculino,70,Branca,12,25000
São Paulo,Masculino,67,Branca,16,4000
São Paulo,Feminino,24,Branca,13,2600
São Paulo,Feminino,56,Branca,16,1500
São Paulo,Feminino,60,Amarela,1,1900
São Paulo,Masculino,34,Amarela,16,2500
São Paulo,Masculino,64,Branca,16,5000
São Paulo,Feminino,52,Branca,16,2300
São Paulo,Feminino,37,Branca,16,2000
São Paulo,Feminino,40,Branca,15,1600
São Paulo,Masculino,36,Preta,16,3500
São Paulo,Feminino,57,Branca,9,500
São Paulo,Masculino,37,Branca,16,7000
São Paulo,Masculino,60,Branca,16,3268
São Paulo,Feminino,82,Branca,5,2500
São Paulo,Feminino,62,Branca,15,5000
São Paulo,Feminino,53,Branca,16,5000
São Paulo,Feminino,59,Branca,16,2300
São Paulo,Feminino,44,Branca,12,1000
São Paulo,Feminino,48,Branca,16,15000
São Paulo,Feminino,52,Amarela,16,3000
São Paulo,Masculino,43,Branca,16,6000
São Paulo,Feminino,49,Branca,15,6000
São Paulo,Feminino,35,Branca,16,12000
São Paulo,Feminino,42,Branca,14,12000
São Paulo,Masculino,61,Branca,16,8000
São Paulo,Feminino,51,Amarela,16,10000
São Paulo,Feminino,43,Branca,15,3000
São Paulo,Feminino,50,Parda,16,4000
São Paulo,Feminino,34,Parda,16,11500
São Paulo,Masculino,54,Parda,5,3000
São Paulo,Masculino,33,Parda,12,1800
São Paulo,Feminino,38,Parda,12,800
São Paulo,Feminino,41,Parda,1,2500
São Paulo,Masculino,46,Branca,13,3200
São Paulo,Feminino,32,Preta,16,3500
São Paulo,Masculino,37,Parda,3,1500
São Paulo,Masculino,19,Preta,12,1750
São Paulo,Masculino,27,Branca,11,2300
São Paulo,Masculino,54,Branca,9,1600
São Paulo,Feminino,49,Parda,16,1800
São Paulo,Masculino,38,Branca,1,1100
São Paulo,Masculino,40,Parda,1,1500
São Paulo,Feminino,57,Parda,6,400
São Paulo,Masculino,55,Parda,9,1600
São Paulo,Masculino,51,Branca,16,2500
São Paulo,Masculino,33,Preta,1,1500
São Paulo,Masculino,30,Parda,12,800
São Paulo,Feminino,47,Parda,12,1088
São Paulo,Masculino,50,Branca,12,4000
São Paulo,Feminino,51,Branca,12,2000
São Paulo,Masculino,32,Branca,12,2200
São Paulo,Masculino,29,Preta,16,3500
São Paulo,Feminino,39,Parda,12,800
São Paulo,Feminino,19,Parda,9,900
São Paulo,Masculino,37,Preta,4,2000
São Paulo,Masculino,54,Parda,1,500
São Paulo,Masculino,56,Parda,1,600
São Paulo,Feminino,25,Parda,12,1300
São Paulo,Feminino,48,Parda,11,916
São Paulo,Feminino,27,Parda,9,800
São Paulo,Feminino,34,Parda,12,1500
São Paulo,Masculino,33,Parda,12,1500
São Paulo,Feminino,50,Parda,12,1000
São Paulo,Masculino,25,Branca,12,2000
São Paulo,Masculino,52,Parda,9,1200
São Paulo,Feminino,51,Branca,13,950
São Paulo,Masculino,56,Parda,9,2000
São Paulo,Feminino,52,Preta,1,250
São Paulo,Feminino,30,Branca,12,800
São Paulo,Feminino,45,Branca,16,1400
São Paulo,Masculino,65,Branca,12,2000
São Paulo,Feminino,37,Parda,6,2000
São Paulo,Masculino,27,Branca,12,788
São Paulo,Masculino,44,Parda,12,1800
São Paulo,Masculino,54,Parda,5,916
São Paulo,Feminino,50,Preta,9,250
São Paulo,Masculino,31,Branca,12,5000
São Paulo,Masculino,38,Parda,1,1200
São Paulo,Feminino,42,Branca,12,1622
São Paulo,Masculino,57,Branca,5,1200
São Paulo,Masculino,47,Parda,12,6000
São Paulo,Feminino,48,Parda,15,1503
São Paulo,Masculino,52,Preta,12,3500
São Paulo,Feminino,45,Parda,11,1400
São Paulo,Masculino,45,Branca,16,1800
São Paulo,Masculino,60,Parda,12,3000
São Paulo,Masculino,41,Branca,14,3000
São Paulo,Masculino,42,Branca,12,5500
São Paulo,Masculino,59,Branca,5,800
São Paulo,Masculino,34,Branca,16,1200
São Paulo,Feminino,50,Branca,12,2400
São Paulo,Masculino,64,Branca,16,8000
São Paulo,Masculino,31,Branca,16,3000
São Paulo,Masculino,56,Parda,9,3000
São Paulo,Masculino,50,Parda,1,1000
São Paulo,Masculino,58,Parda,12,2000
São Paulo,Masculino,42,Branca,15,1600
São Paulo,Masculino,23,Parda,6,800
São Paulo,Masculino,51,Branca,16,3500
São Paulo,Masculino,42,Branca,16,5000
São Paulo,Masculino,52,Parda,12,2000
São Paulo,Masculino,23,Branca,12,2000
São Paulo,Masculino,30,Branca,12,600
São Paulo,Feminino,45,Branca,9,990
São Paulo,Masculino,32,Parda,8,788
São Paulo,Feminino,46,Parda,12,950
São Paulo,Masculino,74,Branca,3,200
São Paulo,Masculino,61,Branca,1,1400
São Paulo,Feminino,32,Branca,5,1000
São Paulo,Masculino,37,Branca,12,2000
São Paulo,Feminino,51,Parda,5,788
São Paulo,Feminino,42,Parda,9,3300
São Paulo,Masculino,52,Parda,9,5000
São Paulo,Feminino,55,Parda,9,800
São Paulo,Feminino,54,Parda,5,850
São Paulo,Masculino,53,Branca,4,2700
São Paulo,Masculino,43,Parda,9,1500
São Paulo,Masculino,31,Preta,12,2900
São Paulo,Masculino,43,Preta,14,1800
São Paulo,Feminino,43,Branca,16,6000
São Paulo,Feminino,35,Branca,16,4000
São Paulo,Masculino,58,Parda,5,1600
São Paulo,Feminino,31,Branca,12,2000
São Paulo,Feminino,58,Branca,2,1500
São Paulo,Feminino,27,Branca,11,670
São Paulo,Feminino,58,Parda,4,789
São Paulo,Feminino,49,Preta,9,800
São Paulo,Masculino,53,Preta,1,788
São Paulo,Masculino,62,Branca,5,900
São Paulo,Masculino,59,Parda,1,815
São Paulo,Feminino,51,Parda,9,1000
São Paulo,Masculino,57,Branca,1,1600
São Paulo,Feminino,76,Branca,9,1500
São Paulo,Feminino,38,Parda,12,900
São Paulo,Masculino,60,Parda,7,1200
São Paulo,Masculino,51,Parda,1,1200
São Paulo,Feminino,47,Branca,4,1200
São Paulo,Feminino,40,Branca,5,1000
São Paulo,Masculino,49,Branca,6,1000
São Paulo,Masculino,51,Branca,16,7000
São Paulo,Masculino,55,Branca,16,3800
São Paulo,Masculino,64,Branca,9,2000
São Paulo,Masculino,52,Parda,5,1500
São Paulo,Masculino,33,Branca,14,2000
São Paulo,Masculino,36,Branca,12,4500
São Paulo,Masculino,34,Branca,16,7000
São Paulo,Masculino,32,Branca,16,3000
São Paulo,Masculino,32,Preta,16,6000
São Paulo,Masculino,65,Branca,12,20000
São Paulo,Feminino,47,Branca,15,7100
São Paulo,Masculino,37,Parda,12,6000
São Paulo,Feminino,51,Parda,12,3000
São Paulo,Feminino,31,Amarela,16,3000
São Paulo,Masculino,42,Branca,14,12000
São Paulo,Masculino,38,Parda,16,7000
São Paulo,Masculino,27,Parda,9,7000
São Paulo,Feminino,54,Preta,5,788
São Paulo,Masculino,35,Branca,12,1500
São Paulo,Masculino,45,Branca,12,3000
São Paulo,Feminino,59,Branca,13,1600
São Paulo,Feminino,62,Branca,15,2000
São Paulo,Masculino,38,Preta,7,1050
São Paulo,Masculino,43,Preta,6,1550
São Paulo,Feminino,37,Branca,8,400
São Paulo,Feminino,68,Parda,4,1500
São Paulo,Masculino,34,Branca,1,1200
São Paulo,Masculino,40,Branca,12,600
São Paulo,Masculino,62,Preta,9,400
São Paulo,Feminino,26,Branca,12,1100
São Paulo,Masculino,41,Preta,12,1500
São Paulo,Feminino,37,Parda,12,2000
São Paulo,Masculino,37,Branca,13,2400
São Paulo,Feminino,52,Parda,12,1180
São Paulo,Masculino,21,Parda,14,1300
São Paulo,Masculino,48,Branca,12,1600
São Paulo,Masculino,32,Preta,12,1770
São Paulo,Feminino,52,Branca,16,6000
São Paulo,Masculino,43,Branca,1,4000
São Paulo,Masculino,30,Parda,12,1500
São Paulo,Feminino,44,Preta,8,1000
São Paulo,Masculino,34,Branca,16,2500
São Paulo,Masculino,38,Preta,14,2500
São Paulo,Feminino,38,Parda,12,1073
São Paulo,Masculino,46,Parda,8,2300
São Paulo,Masculino,26,Parda,4,1500
São Paulo,Feminino,30,Parda,12,1400
São Paulo,Masculino,64,Parda,5,2500
São Paulo,Feminino,60,Branca,13,480
São Paulo,Feminino,34,Branca,12,1500
São Paulo,Feminino,31,Preta,12,900
São Paulo,Masculino,22,Parda,13,3100
São Paulo,Feminino,26,Preta,12,1000
São Paulo,Masculino,38,Parda,9,1500
São Paulo,Masculino,65,Parda,1,1600
São Paulo,Masculino,51,Branca,12,1500
São Paulo,Masculino,55,Branca,12,3000
São Paulo,Masculino,41,Amarela,16,3000
São Paulo,Masculino,56,Branca,16,3000
São Paulo,Masculino,65,Branca,12,1200
São Paulo,Masculino,56,Branca,12,3000
São Paulo,Feminino,50,Branca,12,2000
São Paulo,Masculino,40,Branca,16,10000
São Paulo,Masculino,45,Branca,16,3000
São Paulo,Masculino,57,Branca,16,3500
São Paulo,Feminino,52,Branca,16,4200
São Paulo,Feminino,31,Branca,15,9000
São Paulo,Feminino,56,Branca,16,1200
São Paulo,Masculino,30,Parda,16,5500
São Paulo,Feminino,42,Branca,12,788
São Paulo,Feminino,28,Parda,12,1085
São Paulo,Feminino,50,Preta,11,2500
São Paulo,Feminino,52,Branca,1,1400
São Paulo,Masculino,44,Parda,13,4000
São Paulo,Feminino,29,Preta,12,500
São Paulo,Masculino,29,Branca,15,11000
São Paulo,Feminino,55,Branca,12,800
São Paulo,Feminino,30,Branca,12,2500
São Paulo,Feminino,86,Branca,4,500
São Paulo,Feminino,41,Branca,16,8000
São Paulo,Feminino,24,Parda,12,1600
São Paulo,Feminino,42,Parda,13,1900
São Paulo,Masculino,29,Parda,14,2500
São Paulo,Feminino,34,Preta,12,725
São Paulo,Feminino,50,Parda,16,500
São Paulo,Masculino,38,Preta,16,4000
São Paulo,Feminino,49,Branca,11,200
São Paulo,Masculino,36,Branca,11,1500
São Paulo,Masculino,26,Parda,12,755
São Paulo,Masculino,52,Parda,6,900
São Paulo,Feminino,50,Parda,12,1200
São Paulo,Masculino,34,Parda,9,1000
São Paulo,Feminino,22,Parda,1,900
São Paulo,Masculino,36,Branca,12,2500
São Paulo,Feminino,35,Branca,12,2000
São Paulo,Masculino,40,Branca,5,1400
São Paulo,Feminino,51,Parda,12,1800
São Paulo,Masculino,29,Branca,13,10000
São Paulo,Masculino,47,Preta,16,2500
São Paulo,Masculino,55,Preta,13,2000
São Paulo,Feminino,43,Preta,1,1000
São Paulo,Feminino,42,Preta,12,1300
São Paulo,Feminino,18,Branca,12,800
São Paulo,Masculino,27,Parda,11,1700
São Paulo,Masculino,35,Preta,9,1200
São Paulo,Masculino,29,Preta,9,2300
São Paulo,Masculino,58,Preta,6,0
São Paulo,Feminino,45,Parda,1,1500
São Paulo,Feminino,47,Parda,12,1000
São Paulo,Masculino,63,Preta,5,0
São Paulo,Masculino,29,Branca,9,900
São Paulo,Masculino,48,Branca,13,2500
São Paulo,Masculino,29,Branca,12,1100
São Paulo,Feminino,45,Preta,6,788
São Paulo,Masculino,57,Parda,1,1100
São Paulo,Masculino,65,Parda,1,1300
São Paulo,Masculino,40,Branca,7,980
São Paulo,Feminino,65,Branca,6,500
São Paulo,Feminino,49,Preta,6,1200
São Paulo,Masculino,40,Parda,5,1600
São Paulo,Masculino,55,Branca,2,1300
São Paulo,Feminino,39,Parda,10,780
São Paulo,Masculino,35,Parda,11,1000
São Paulo,Masculino,50,Parda,5,2000
São Paulo,Feminino,59,Branca,8,700
São Paulo,Masculino,35,Branca,12,3000
São Paulo,Masculino,32,Parda,12,1500
São Paulo,Feminino,26,Parda,13,700
São Paulo,Masculino,24,Parda,12,800
São Paulo,Masculino,36,Branca,16,2500
São Paulo,Masculino,62,Parda,5,3500
São Paulo,Feminino,37,Branca,12,1500
São Paulo,Masculino,49,Branca,12,1000
São Paulo,Masculino,62,Parda,5,1120
São Paulo,Feminino,57,Parda,9,1000
São Paulo,Masculino,45,Branca,11,1100
São Paulo,Masculino,51,Parda,12,3000
São Paulo,Masculino,45,Parda,16,2000
São Paulo,Masculino,38,Parda,7,1890
São Paulo,Masculino,40,Parda,11,2000
São Paulo,Masculino,63,Parda,1,1500
São Paulo,Masculino,62,Branca,4,1000
São Paulo,Masculino,64,Parda,5,0
São Paulo,Feminino,54,Branca,12,788
São Paulo,Masculino,54,Preta,5,1850
São Paulo,Masculino,68,Branca,5,300
São Paulo,Feminino,39,Branca,11,788
São Paulo,Masculino,49,Parda,4,1335
São Paulo,Masculino,45,Branca,12,1500
São Paulo,Feminino,71,Parda,5,200
São Paulo,Masculino,31,Parda,10,600
São Paulo,Masculino,35,Branca,12,800
São Paulo,Masculino,52,Preta,12,2300
São Paulo,Masculino,48,Parda,7,300
São Paulo,Masculino,32,Branca,14,2500
São Paulo,Masculino,25,Branca,12,1600
São Paulo,Masculino,63,Amarela,9,1500
São Paulo,Feminino,39,Branca,16,3500
São Paulo,Feminino,57,Branca,12,1000
São Paulo,Masculino,57,Branca,16,1000
São Paulo,Masculino,61,Branca,12,1500
São Paulo,Masculino,60,Branca,16,2000
São Paulo,Masculino,30,Branca,12,1200
São Paulo,Feminino,50,Branca,6,1200
São Paulo,Masculino,49,Parda,12,2500
São Paulo,Masculino,36,Branca,12,1200
São Paulo,Masculino,34,Branca,12,1100
São Paulo,Masculino,46,Branca,6,1000
São Paulo,Masculino,61,Branca,12,1850
São Paulo,Masculino,48,Branca,10,2000
São Paulo,Masculino,63,Parda,12,2400
São Paulo,Masculino,45,Branca,9,1500
