UF,Sexo,Idade,Cor,Anos de Estudo,Renda
Paraíba,Masculino,45,Parda,10,2500
Paraíba,Masculino,64,Parda,1,0
Paraíba,Masculino,42,Parda,4,400
Paraíba,Masculino,40,Branca,12,1100
Paraíba,Masculino,32,Branca,12,700
Paraíba,Masculino,43,Parda,9,400
Paraíba,Masculino,35,Preta,7,788
Paraíba,Feminino,32,Parda,13,1000
Paraíba,Feminino,56,Parda,16,5000
Paraíba,Feminino,28,Branca,12,1097
Paraíba,Feminino,51,Branca,12,200
Paraíba,Masculino,60,Parda,7,788
Paraíba,Masculino,67,Branca,1,900
Paraíba,Masculino,38,Branca,12,5000
Paraíba,Masculino,44,Parda,1,788
Paraíba,Masculino,51,Preta,12,800
Paraíba,Masculino,41,Parda,6,700
Paraíba,Masculino,56,Parda,16,8000
Paraíba,Feminino,54,Branca,14,1100
Paraíba,Masculino,41,Branca,12,2000
Paraíba,Feminino,54,Parda,2,120
Paraíba,Feminino,56,Parda,2,600
Paraíba,Feminino,52,Preta,6,100
Paraíba,Masculino,25,Branca,11,900
Paraíba,Feminino,46,Branca,10,720
Paraíba,Feminino,44,Parda,12,200
Paraíba,Feminino,49,Parda,13,788
Paraíba,Feminino,41,Branca,5,788
Paraíba,Feminino,47,Preta,4,60
Paraíba,Feminino,31,Branca,12,900
Paraíba,Feminino,65,Parda,9,250
Paraíba,Feminino,50,Parda,1,750
Paraíba,Masculino,48,Parda,12,940
Paraíba,Feminino,45,Parda,7,788
Paraíba,Masculino,43,Branca,5,1576
Paraíba,Masculino,43,Parda,12,1100
Paraíba,Masculino,33,Branca,12,1600
Paraíba,Feminino,55,Branca,9,395
Paraíba,Masculino,49,Branca,12,900
Paraíba,Masculino,49,Parda,12,1500
Paraíba,Feminino,46,Branca,16,7000
Paraíba,Feminino,50,Parda,12,0
Paraíba,Masculino,46,Parda,6,1100
Paraíba,Masculino,55,Parda,6,0
Paraíba,Masculino,50,Branca,16,10000
Paraíba,Feminino,58,Branca,5,150
Paraíba,Masculino,29,Parda,11,788
Paraíba,Feminino,27,Parda,10,788
Paraíba,Feminino,37,Parda,16,1300
Paraíba,Masculino,43,Parda,12,1576
Paraíba,Masculino,29,Parda,8,1200
Paraíba,Feminino,33,Branca,12,2000
Paraíba,Masculino,28,Parda,12,915
Paraíba,Feminino,33,Preta,14,1100
Paraíba,Feminino,55,Parda,1,500
Paraíba,Feminino,33,Parda,13,942
Paraíba,Feminino,32,Parda,16,2200
Paraíba,Feminino,42,Branca,12,789
Paraíba,Masculino,53,Parda,12,1660
Paraíba,Feminino,28,Parda,12,788
Paraíba,Masculino,49,Preta,16,800
Paraíba,Feminino,48,Preta,16,1400
Paraíba,Feminino,22,Branca,12,788
Paraíba,Masculino,40,Parda,12,2000
Paraíba,Masculino,50,Parda,15,1500
Paraíba,Masculino,54,Parda,12,3000
Paraíba,Feminino,51,Parda,12,400
Paraíba,Masculino,46,Branca,14,1200
Paraíba,Feminino,38,Branca,12,788
Paraíba,Feminino,72,Parda,5,600
Paraíba,Feminino,32,Branca,12,1000
Paraíba,Feminino,50,Branca,16,2000
Paraíba,Masculino,39,Parda,12,2000
Paraíba,Masculino,56,Parda,12,788
Paraíba,Feminino,42,Parda,12,507
Paraíba,Feminino,39,Parda,12,1200
Paraíba,Feminino,67,Branca,5,2000
Paraíba,Masculino,36,Parda,12,1150
Paraíba,Masculino,51,Branca,5,400
Paraíba,Feminino,53,Parda,4,788
Paraíba,Feminino,63,Branca,6,788
Paraíba,Feminino,32,Branca,13,788
Paraíba,Masculino,31,Branca,12,800
Paraíba,Masculino,48,Branca,12,1300
Paraíba,Masculino,63,Parda,8,1500
Paraíba,Masculino,40,Branca,9,2300
Paraíba,Masculino,30,Parda,12,930
Paraíba,Masculino,48,Preta,13,788
Paraíba,Masculino,34,Parda,12,900
Paraíba,Masculino,34,Parda,12,788
Paraíba,Feminino,53,Parda,16,788
Paraíba,Masculino,31,Parda,12,788
Paraíba,Masculino,52,Parda,12,5000
Paraíba,Masculino,64,Parda,9,1200
Paraíba,Masculino,58,Parda,1,788
Paraíba,Masculino,19,Preta,11,788
Paraíba,Masculino,54,Parda,12,788
Paraíba,Masculino,32,Preta,9,1000
Paraíba,Masculino,45,Parda,16,788
Paraíba,Feminino,30,Preta,12,27
Paraíba,Masculino,52,Preta,12,4200
Paraíba,Feminino,59,Branca,16,2744
Paraíba,Masculino,51,Branca,12,1400
Paraíba,Feminino,48,Parda,12,700
Paraíba,Feminino,28,Preta,16,2500
Paraíba,Masculino,41,Parda,16,1100
Paraíba,Masculino,30,Branca,13,1000
Paraíba,Feminino,53,Parda,16,12200
Paraíba,Masculino,68,Parda,10,100
Paraíba,Masculino,42,Parda,13,2500
Paraíba,Masculino,52,Branca,8,1500
Paraíba,Masculino,46,Branca,9,1000
Paraíba,Feminino,55,Parda,1,788
Paraíba,Masculino,42,Parda,17,995
Paraíba,Masculino,30,Parda,13,2365
Paraíba,Masculino,54,Parda,16,8950
Paraíba,Masculino,56,Branca,16,7000
Paraíba,Masculino,50,Parda,12,1500
Paraíba,Masculino,51,Parda,12,1200
Paraíba,Masculino,52,Parda,12,6240
Paraíba,Masculino,37,Parda,4,800
Paraíba,Feminino,29,Parda,10,320
Paraíba,Masculino,26,Parda,9,820
Paraíba,Feminino,58,Parda,12,788
Paraíba,Masculino,50,Parda,1,280
Paraíba,Masculino,37,Parda,9,1280
Paraíba,Masculino,74,Parda,1,350
Paraíba,Masculino,29,Branca,12,1000
Paraíba,Masculino,22,Branca,9,1200
Paraíba,Masculino,21,Parda,9,600
Paraíba,Masculino,63,Parda,2,250
Paraíba,Feminino,75,Parda,1,0
Paraíba,Masculino,47,Parda,1,600
Paraíba,Masculino,42,Parda,2,0
Paraíba,Feminino,27,Parda,10,300
Paraíba,Masculino,47,Parda,9,750
Paraíba,Masculino,70,Parda,3,0
Paraíba,Masculino,29,Parda,13,800
Paraíba,Masculino,64,Branca,1,788
Paraíba,Masculino,43,Branca,16,2200
Paraíba,Masculino,31,Parda,8,788
Paraíba,Masculino,42,Parda,3,1000
Paraíba,Masculino,37,Parda,4,0
Paraíba,Masculino,58,Parda,3,150
Paraíba,Masculino,39,Parda,3,0
Paraíba,Masculino,37,Branca,12,788
Paraíba,Masculino,54,Parda,2,788
Paraíba,Masculino,48,Parda,1,0
Paraíba,Masculino,53,Branca,5,300
Paraíba,Masculino,29,Branca,5,600
Paraíba,Masculino,39,Branca,3,2100
Paraíba,Masculino,62,Parda,1,480
Paraíba,Masculino,54,Parda,5,800
Paraíba,Masculino,58,Parda,1,700
Paraíba,Masculino,35,Parda,5,850
Paraíba,Feminino,56,Branca,2,250
Paraíba,Feminino,40,Preta,5,300
Paraíba,Masculino,30,Branca,9,800
Paraíba,Masculino,20,Parda,5,160
Paraíba,Masculino,43,Branca,1,1000
Paraíba,Masculino,38,Parda,1,1050
Paraíba,Masculino,79,Preta,1,0
Paraíba,Masculino,44,Parda,1,350
Paraíba,Masculino,34,Parda,1,1200
Paraíba,Masculino,31,Parda,3,150
Paraíba,Masculino,53,Parda,2,0
Paraíba,Masculino,56,Branca,12,2300
Paraíba,Feminino,40,Branca,12,788
Paraíba,Feminino,27,Parda,12,1200
Paraíba,Masculino,36,Parda,6,2000
Paraíba,Masculino,41,Branca,8,1500
Paraíba,Feminino,52,Branca,3,788
Paraíba,Masculino,33,Parda,12,700
Paraíba,Masculino,45,Parda,12,2300
Paraíba,Feminino,24,Parda,12,950
Paraíba,Masculino,42,Parda,12,788
Paraíba,Feminino,46,Branca,5,200
Paraíba,Feminino,40,Parda,9,80
Paraíba,Masculino,31,Parda,5,480
Paraíba,Masculino,46,Parda,1,300
Paraíba,Feminino,40,Parda,6,600
Paraíba,Masculino,28,Parda,1,3000
Paraíba,Feminino,33,Branca,9,160
Paraíba,Masculino,30,Branca,12,800
Paraíba,Masculino,76,Parda,1,0
Paraíba,Masculino,54,Branca,1,0
Paraíba,Masculino,40,Parda,5,800
Paraíba,Masculino,50,Parda,5,788
Paraíba,Masculino,33,Branca,12,800
Paraíba,Masculino,35,Parda,12,788
Paraíba,Feminino,24,Parda,15,500
Paraíba,Feminino,27,Parda,2,0
Paraíba,Masculino,51,Parda,1,100
Paraíba,Masculino,61,Branca,1,100
Paraíba,Feminino,35,Parda,1,250
Paraíba,Feminino,32,Branca,13,1200
Paraíba,Feminino,43,Parda,5,100
Paraíba,Masculino,42,Parda,1,0
Paraíba,Feminino,41,Parda,1,100
Paraíba,Feminino,15,Parda,9,200
Paraíba,Masculino,75,Parda,1,200
Paraíba,Masculino,30,Parda,4,800
Paraíba,Feminino,23,Parda,6,100
Paraíba,Masculino,32,Branca,6,788
Paraíba,Masculino,49,Parda,16,2000
Paraíba,Feminino,36,Parda,9,788
Paraíba,Masculino,35,Branca,16,1500
Paraíba,Masculino,47,Parda,12,1000
Paraíba,Feminino,41,Parda,12,1500
Paraíba,Masculino,42,Branca,12,3000
Paraíba,Masculino,38,Parda,16,5516
Paraíba,Masculino,55,Parda,7,1576
Paraíba,Feminino,40,Parda,12,2000
Paraíba,Masculino,65,Parda,4,788
Paraíba,Masculino,62,Parda,1,0
Paraíba,Masculino,47,Parda,12,2554
Paraíba,Masculino,35,Parda,12,700
Paraíba,Feminino,49,Branca,16,4728
Paraíba,Masculino,34,Branca,7,1500
Paraíba,Masculino,29,Parda,3,788
Paraíba,Masculino,38,Parda,16,2500
Paraíba,Masculino,33,Parda,12,1500
Paraíba,Masculino,47,Parda,1,700
Paraíba,Feminino,80,Branca,16,1400
Paraíba,Masculino,28,Branca,9,788
Paraíba,Masculino,33,Parda,5,788
Paraíba,Masculino,25,Preta,9,930
Paraíba,Masculino,65,Branca,9,0
Paraíba,Masculino,35,Parda,6,500
Paraíba,Masculino,65,Parda,5,0
Paraíba,Feminino,36,Parda,1,0
Paraíba,Masculino,65,Parda,1,600
Paraíba,Masculino,33,Parda,5,1000
Paraíba,Masculino,48,Parda,2,0
Paraíba,Masculino,50,Parda,5,700
Paraíba,Feminino,67,Parda,3,0
Paraíba,Masculino,48,Branca,1,800
Paraíba,Masculino,34,Parda,7,600
Paraíba,Masculino,26,Branca,7,788
Paraíba,Masculino,61,Parda,1,2000
Paraíba,Masculino,29,Preta,12,3000
Paraíba,Masculino,37,Parda,16,1700
Paraíba,Masculino,59,Parda,2,200
Paraíba,Masculino,33,Parda,8,800
Paraíba,Masculino,54,Preta,5,300
Paraíba,Masculino,65,Branca,5,200
Paraíba,Feminino,53,Branca,16,788
Paraíba,Masculino,51,Parda,10,1200
Paraíba,Masculino,28,Parda,12,950
Paraíba,Masculino,31,Parda,9,1200
Paraíba,Masculino,22,Parda,9,400
Paraíba,Masculino,39,Parda,7,788
Paraíba,Masculino,23,Parda,5,1000
Paraíba,Feminino,36,Parda,1,300
Paraíba,Masculino,35,Branca,1,788
Paraíba,Masculino,33,Parda,6,1000
Paraíba,Feminino,52,Branca,16,788
Paraíba,Feminino,63,Branca,12,800
Paraíba,Masculino,53,Parda,6,0
Paraíba,Masculino,51,Parda,2,80
Paraíba,Feminino,22,Branca,12,900
Paraíba,Masculino,37,Preta,3,500
Paraíba,Masculino,45,Parda,1,500
Paraíba,Masculino,38,Parda,1,1600
Paraíba,Masculino,28,Parda,4,100
Paraíba,Masculino,32,Parda,7,200
Paraíba,Feminino,37,Parda,4,600
Paraíba,Masculino,52,Parda,1,1200
Paraíba,Masculino,67,Parda,2,0
Paraíba,Masculino,40,Parda,9,788
Paraíba,Masculino,25,Branca,12,788
Paraíba,Masculino,55,Parda,5,788
Paraíba,Masculino,34,Branca,10,1300
Paraíba,Masculino,47,Parda,1,788
Paraíba,Masculino,49,Parda,11,788
Paraíba,Masculino,20,Parda,6,400
Paraíba,Masculino,37,Parda,8,900
Paraíba,Masculino,59,Branca,1,600
Paraíba,Masculino,40,Parda,1,480
Paraíba,Feminino,37,Parda,5,250
Paraíba,Masculino,33,Parda,12,900
Paraíba,Masculino,46,Parda,12,788
Paraíba,Masculino,63,Parda,1,0
Paraíba,Feminino,50,Parda,3,788
Paraíba,Masculino,47,Preta,14,250
Paraíba,Feminino,55,Preta,1,12
Paraíba,Masculino,62,Preta,2,300
Paraíba,Feminino,45,Parda,1,0
Paraíba,Feminino,51,Parda,5,120
Paraíba,Feminino,59,Parda,1,60
Paraíba,Feminino,65,Parda,1,0
Paraíba,Masculino,22,Branca,10,788
Paraíba,Masculino,56,Branca,12,2000
Paraíba,Masculino,52,Branca,1,500
Paraíba,Feminino,75,Parda,1,40
Paraíba,Masculino,49,Parda,1,90
Paraíba,Masculino,61,Branca,1,0
Paraíba,Masculino,36,Branca,10,350
Paraíba,Feminino,72,Parda,5,0
Paraíba,Masculino,48,Branca,5,1800
Paraíba,Masculino,54,Parda,9,804
Paraíba,Masculino,76,Branca,4,800
Paraíba,Masculino,38,Branca,4,900
Paraíba,Masculino,29,Parda,12,800
Paraíba,Masculino,39,Preta,5,850
Paraíba,Masculino,49,Parda,5,800
Paraíba,Masculino,46,Parda,6,960
Paraíba,Masculino,51,Parda,12,900
Paraíba,Masculino,39,Branca,14,788
Paraíba,Masculino,51,Preta,9,2000
Paraíba,Feminino,64,Parda,16,3053
Paraíba,Masculino,56,Branca,16,2000
Paraíba,Masculino,30,Branca,16,2000
Paraíba,Masculino,32,Parda,16,6000
Paraíba,Masculino,47,Branca,12,5000
Paraíba,Masculino,46,Branca,16,1400
Paraíba,Feminino,34,Parda,14,2000
Paraíba,Feminino,45,Branca,16,4000
Paraíba,Feminino,30,Parda,16,1900
Paraíba,Masculino,44,Branca,16,1800
Paraíba,Masculino,62,Parda,16,3600
Paraíba,Feminino,44,Parda,16,7000
Paraíba,Masculino,37,Parda,16,4500
Paraíba,Masculino,55,Branca,12,911
Paraíba,Masculino,50,Parda,10,4000
Paraíba,Masculino,51,Parda,3,1200
Paraíba,Masculino,40,Preta,2,900
Paraíba,Masculino,35,Parda,4,1000
Paraíba,Feminino,42,Preta,12,400
Paraíba,Masculino,27,Parda,4,60
Paraíba,Feminino,60,Parda,4,788
Paraíba,Masculino,54,Parda,12,1500
Paraíba,Masculino,25,Preta,12,1060
Paraíba,Masculino,30,Branca,6,788
Paraíba,Masculino,47,Parda,5,1000
Paraíba,Feminino,64,Parda,1,1000
Paraíba,Masculino,59,Branca,6,788
Paraíba,Masculino,54,Parda,12,1200
Paraíba,Masculino,44,Branca,16,6000
Paraíba,Masculino,32,Parda,12,2000
Paraíba,Masculino,18,Parda,9,2000
Paraíba,Masculino,50,Branca,14,1000
Paraíba,Feminino,57,Parda,16,1900
Paraíba,Masculino,40,Parda,5,950
Paraíba,Masculino,36,Parda,12,1800
Paraíba,Masculino,40,Parda,14,3000
Paraíba,Masculino,27,Branca,12,5000
Paraíba,Masculino,57,Parda,12,3000
Paraíba,Masculino,52,Parda,16,788
Paraíba,Feminino,29,Preta,16,1500
Paraíba,Feminino,18,Parda,10,800
Paraíba,Feminino,46,Parda,1,788
Paraíba,Feminino,56,Branca,16,900
Paraíba,Feminino,59,Branca,15,3000
Paraíba,Masculino,66,Parda,16,3500
Paraíba,Feminino,47,Branca,16,670
Paraíba,Feminino,23,Preta,16,724
Paraíba,Feminino,31,Branca,12,946
Paraíba,Masculino,46,Parda,15,1500
Paraíba,Masculino,37,Parda,12,3000
Paraíba,Masculino,30,Parda,15,1000
Paraíba,Feminino,26,Preta,12,788
Paraíba,Feminino,43,Parda,8,400
Paraíba,Masculino,28,Parda,12,1000
Paraíba,Feminino,49,Branca,16,10000
Paraíba,Masculino,31,Preta,16,2300
Paraíba,Masculino,30,Branca,16,3500
Paraíba,Feminino,50,Branca,12,788
Paraíba,Masculino,33,Branca,14,2000
Paraíba,Masculino,39,Branca,12,800
Paraíba,Feminino,44,Branca,15,1700
Paraíba,Feminino,55,Preta,16,788
Paraíba,Masculino,53,Preta,7,788
Paraíba,Masculino,56,Parda,12,1100
Paraíba,Feminino,41,Parda,12,990
Paraíba,Feminino,37,Parda,16,788
Paraíba,Feminino,41,Parda,12,1500
Paraíba,Masculino,36,Branca,12,1400
Paraíba,Masculino,42,Branca,16,2200
Paraíba,Masculino,40,Parda,6,750
Paraíba,Masculino,46,Parda,10,2000
Paraíba,Masculino,63,Parda,16,5000
Paraíba,Feminino,35,Branca,12,450
Paraíba,Feminino,56,Parda,16,1800
Paraíba,Feminino,50,Parda,16,2500
Paraíba,Feminino,51,Branca,16,6500
Paraíba,Masculino,58,Parda,3,788
Paraíba,Feminino,47,Branca,16,5000
Paraíba,Feminino,62,Preta,16,5000
Paraíba,Masculino,47,Branca,16,4000
Paraíba,Feminino,59,Parda,16,8000
Paraíba,Masculino,39,Branca,16,5000
Paraíba,Feminino,45,Branca,16,788
Paraíba,Masculino,65,Branca,16,8000
Paraíba,Masculino,42,Branca,16,12000
Paraíba,Masculino,56,Branca,16,3500
Paraíba,Masculino,30,Preta,16,1200
Paraíba,Feminino,65,Parda,16,2400
Paraíba,Masculino,71,Branca,8,818
Paraíba,Masculino,27,Parda,12,1000
Paraíba,Feminino,42,Branca,16,1200
Paraíba,Masculino,54,Parda,12,2500
Paraíba,Feminino,48,Parda,16,788
Paraíba,Masculino,50,Parda,12,1500
Paraíba,Masculino,51,Parda,12,2200
Paraíba,Feminino,47,Branca,12,788
Paraíba,Feminino,56,Branca,12,789
Paraíba,Masculino,48,Branca,12,1000
Paraíba,Masculino,55,Parda,6,2000
Paraíba,Feminino,29,Branca,12,850
Paraíba,Masculino,29,Parda,13,1800
Paraíba,Masculino,40,Branca,9,1300
Paraíba,Feminino,43,Parda,11,700
Paraíba,Masculino,56,Parda,9,788
Paraíba,Masculino,45,Parda,16,2800
Paraíba,Masculino,45,Parda,13,1300
Paraíba,Masculino,27,Parda,16,1500
Paraíba,Masculino,35,Parda,8,788
Paraíba,Masculino,45,Branca,1,788
Paraíba,Feminino,60,Parda,5,100
Paraíba,Feminino,67,Branca,1,0
Paraíba,Masculino,41,Parda,1,1500
Paraíba,Masculino,39,Parda,2,400
Paraíba,Masculino,33,Parda,7,3000
Paraíba,Masculino,37,Parda,1,788
Paraíba,Masculino,59,Parda,1,1000
Paraíba,Feminino,41,Branca,12,600
Paraíba,Feminino,49,Parda,6,788
Paraíba,Masculino,52,Parda,6,750
Paraíba,Masculino,23,Branca,11,788
Paraíba,Masculino,37,Branca,16,6500
Paraíba,Masculino,53,Branca,14,5000
Paraíba,Masculino,42,Branca,16,4000
Paraíba,Masculino,51,Branca,16,18000
Paraíba,Masculino,53,Branca,16,6000
Paraíba,Masculino,59,Branca,16,4000
Paraíba,Masculino,31,Branca,16,5000
Paraíba,Masculino,60,Branca,16,7000
Paraíba,Masculino,56,Parda,1,600
Paraíba,Feminino,28,Branca,14,788
Paraíba,Feminino,40,Indígena,1,788
Paraíba,Masculino,29,Parda,7,1100
Paraíba,Masculino,31,Parda,16,1500
Paraíba,Masculino,34,Preta,12,2500
Paraíba,Feminino,45,Branca,12,400
Paraíba,Masculino,40,Parda,12,900
Paraíba,Masculino,49,Parda,6,2000
Paraíba,Masculino,61,Branca,13,3000
Paraíba,Feminino,63,Parda,6,300
Paraíba,Masculino,52,Parda,1,1250
Paraíba,Masculino,57,Parda,9,1800
Paraíba,Masculino,18,Parda,1,788
Paraíba,Masculino,32,Parda,1,1630
Paraíba,Masculino,48,Parda,16,3800
Paraíba,Masculino,33,Branca,14,1000
Paraíba,Feminino,52,Branca,16,4250
Paraíba,Masculino,60,Branca,16,3200
Paraíba,Masculino,72,Parda,6,2500
Paraíba,Masculino,56,Branca,16,3500
Paraíba,Feminino,28,Preta,12,940
Paraíba,Masculino,56,Parda,3,400
Paraíba,Feminino,26,Parda,9,200
Paraíba,Feminino,25,Parda,14,800
Paraíba,Masculino,28,Branca,9,1500
Paraíba,Feminino,44,Preta,1,200
Paraíba,Masculino,22,Parda,9,800
Paraíba,Masculino,52,Parda,16,5000
Paraíba,Masculino,40,Parda,16,1800
Paraíba,Masculino,56,Branca,16,8000
Paraíba,Masculino,40,Branca,16,7000
Paraíba,Feminino,54,Branca,16,4800
Paraíba,Feminino,35,Branca,16,4500
Paraíba,Feminino,38,Branca,16,10000
Paraíba,Masculino,73,Branca,12,10000
Paraíba,Feminino,50,Parda,3,320
Paraíba,Feminino,58,Parda,2,480
Paraíba,Masculino,35,Indígena,9,1200
Paraíba,Feminino,40,Parda,4,200
Paraíba,Masculino,41,Branca,7,2000
Paraíba,Masculino,36,Parda,10,788
Paraíba,Masculino,27,Parda,6,788
Paraíba,Masculino,33,Parda,9,788
Paraíba,Masculino,43,Parda,5,1200
Paraíba,Masculino,65,Preta,1,788
Paraíba,Masculino,29,Branca,1,1000
Paraíba,Masculino,33,Branca,1,788
Paraíba,Feminino,25,Indígena,9,300
Paraíba,Masculino,54,Branca,3,600
Paraíba,Masculino,43,Branca,1,788
Paraíba,Feminino,43,Parda,1,80
Paraíba,Masculino,53,Branca,6,600
Paraíba,Feminino,32,Parda,13,950
Paraíba,Masculino,38,Parda,4,788
Paraíba,Masculino,51,Parda,5,1200
Paraíba,Feminino,43,Parda,8,2000
Paraíba,Masculino,21,Parda,9,1000
Paraíba,Masculino,34,Amarela,7,1400
Paraíba,Feminino,28,Branca,16,3000
Paraíba,Masculino,28,Parda,16,4500
Paraíba,Feminino,38,Parda,16,1400
Paraíba,Feminino,32,Parda,16,2800
Paraíba,Masculino,35,Branca,14,2000
Paraíba,Masculino,32,Preta,12,2000
Paraíba,Feminino,44,Parda,13,0
Paraíba,Feminino,41,Parda,16,1200
Paraíba,Feminino,31,Parda,16,3450
Paraíba,Feminino,57,Branca,16,3000
Paraíba,Masculino,37,Branca,16,2500
Paraíba,Feminino,66,Parda,16,10000
Paraíba,Masculino,42,Branca,3,1500
Paraíba,Masculino,43,Parda,9,788
Paraíba,Feminino,31,Branca,11,788
Paraíba,Feminino,29,Parda,2,788
Paraíba,Feminino,48,Parda,12,100
Paraíba,Masculino,58,Preta,1,1300
Paraíba,Feminino,35,Preta,7,730
Paraíba,Feminino,40,Parda,12,630
Paraíba,Masculino,40,Parda,4,900
Paraíba,Masculino,47,Parda,16,3500
Paraíba,Masculino,43,Parda,16,5000
Paraíba,Feminino,47,Branca,16,4000
Paraíba,Masculino,59,Parda,16,6000
Paraíba,Masculino,46,Branca,16,5000
Paraíba,Feminino,63,Parda,16,3000
Paraíba,Masculino,53,Parda,16,3800
Paraíba,Masculino,45,Parda,15,2500
Paraíba,Feminino,67,Branca,16,3800
Paraíba,Masculino,29,Parda,11,2500
Paraíba,Masculino,46,Parda,12,3000
Paraíba,Masculino,49,Branca,6,788
Paraíba,Feminino,60,Branca,4,788
Paraíba,Masculino,29,Parda,11,600
Paraíba,Masculino,32,Preta,12,3000
Paraíba,Masculino,52,Branca,12,10000
Paraíba,Masculino,55,Parda,12,3500
Paraíba,Masculino,38,Branca,12,2000
Paraíba,Feminino,40,Branca,11,3000
Paraíba,Masculino,51,Branca,13,3000
Paraíba,Masculino,64,Parda,14,3100
Paraíba,Masculino,62,Preta,6,7000
Paraíba,Feminino,60,Branca,16,10000
Paraíba,Masculino,23,Branca,12,1000
Paraíba,Masculino,38,Branca,6,1200
Paraíba,Masculino,38,Parda,5,800
Paraíba,Masculino,59,Parda,7,788
Paraíba,Masculino,38,Parda,9,1800
Paraíba,Masculino,26,Parda,9,1000
Paraíba,Masculino,27,Parda,10,788
Paraíba,Feminino,52,Parda,12,1000
Paraíba,Masculino,37,Preta,9,2000
Paraíba,Masculino,35,Branca,16,1500
Paraíba,Masculino,40,Parda,12,3000
Paraíba,Masculino,30,Branca,10,1100
Paraíba,Masculino,32,Parda,12,1200
Paraíba,Masculino,62,Parda,5,200
Paraíba,Masculino,54,Branca,5,788
Paraíba,Masculino,36,Parda,12,550
Paraíba,Masculino,30,Branca,12,800
Paraíba,Feminino,35,Parda,10,788
Paraíba,Masculino,39,Branca,2,1700
Paraíba,Masculino,21,Branca,5,900
Paraíba,Feminino,37,Parda,12,1119
Paraíba,Masculino,55,Parda,1,250
Paraíba,Masculino,34,Branca,3,788
Paraíba,Masculino,57,Parda,1,400
Paraíba,Feminino,25,Parda,12,956
Paraíba,Masculino,29,Preta,3,2000
Paraíba,Masculino,32,Parda,7,1000
Paraíba,Feminino,67,Branca,5,50
Paraíba,Masculino,34,Parda,3,788
Paraíba,Masculino,38,Parda,9,788
Paraíba,Masculino,55,Parda,1,400
Paraíba,Masculino,50,Branca,10,991
Paraíba,Masculino,56,Branca,13,2000
Paraíba,Masculino,24,Branca,12,500
Paraíba,Feminino,42,Branca,16,1200
Paraíba,Feminino,30,Branca,16,1800
Paraíba,Masculino,46,Parda,6,300
Paraíba,Masculino,81,Parda,2,0
Paraíba,Masculino,41,Parda,3,800
Paraíba,Masculino,41,Parda,1,0
Paraíba,Feminino,32,Parda,5,120
Paraíba,Feminino,29,Parda,9,30
Paraíba,Masculino,35,Parda,12,1500
Paraíba,Masculino,62,Branca,1,40
Paraíba,Feminino,41,Parda,14,394
Paraíba,Masculino,37,Branca,9,60
Paraíba,Masculino,36,Parda,1,800
Paraíba,Masculino,26,Parda,12,788
Paraíba,Masculino,45,Parda,2,800
Paraíba,Masculino,33,Preta,6,500
Paraíba,Masculino,42,Branca,12,1200
Paraíba,Masculino,43,Parda,2,600
Paraíba,Masculino,34,Branca,12,900
Paraíba,Masculino,54,Branca,2,788
Paraíba,Masculino,46,Parda,1,788
Paraíba,Masculino,20,Parda,5,788
Paraíba,Masculino,29,Branca,3,0
Paraíba,Masculino,53,Parda,4,600
Paraíba,Masculino,47,Branca,12,3000
Paraíba,Feminino,54,Parda,16,2400
Paraíba,Feminino,55,Branca,16,980
Paraíba,Masculino,25,Parda,15,788
Paraíba,Masculino,51,Parda,12,788
Paraíba,Masculino,42,Branca,3,400
Paraíba,Masculino,37,Parda,5,200
Paraíba,Masculino,49,Parda,6,650
Paraíba,Feminino,41,Preta,5,100
Paraíba,Masculino,55,Parda,5,788
Paraíba,Masculino,64,Branca,3,200
Paraíba,Masculino,39,Parda,9,915
Paraíba,Masculino,52,Parda,4,350
Paraíba,Feminino,40,Parda,16,9500
Paraíba,Masculino,39,Parda,10,150
Paraíba,Masculino,28,Branca,9,1800
Paraíba,Feminino,49,Parda,1,788
Paraíba,Masculino,52,Parda,12,70
Paraíba,Masculino,25,Parda,6,700
Paraíba,Masculino,46,Branca,2,788
Paraíba,Masculino,68,Parda,2,0
Paraíba,Masculino,40,Parda,5,0
Paraíba,Masculino,85,Parda,1,0
Paraíba,Masculino,62,Branca,4,0
Paraíba,Masculino,60,Parda,1,0
Paraíba,Masculino,34,Branca,5,60
Paraíba,Masculino,52,Parda,1,0
Paraíba,Masculino,43,Parda,16,5000
Paraíba,Masculino,70,Parda,14,394
Paraíba,Feminino,43,Parda,8,600
Paraíba,Feminino,38,Parda,12,788
Paraíba,Masculino,27,Preta,16,1500
Paraíba,Feminino,45,Parda,12,788
Paraíba,Masculino,68,Branca,12,1200
Paraíba,Masculino,49,Branca,1,788
Paraíba,Masculino,35,Parda,9,200
Paraíba,Masculino,52,Parda,5,788
Paraíba,Masculino,32,Parda,12,1700
Paraíba,Masculino,45,Branca,5,788
Paraíba,Masculino,36,Branca,12,2000
Paraíba,Masculino,37,Parda,12,788
Paraíba,Masculino,50,Parda,12,400
Paraíba,Masculino,47,Parda,1,600
Paraíba,Masculino,23,Parda,9,900
Paraíba,Masculino,25,Parda,4,240
Paraíba,Masculino,76,Preta,2,788
Paraíba,Masculino,41,Parda,2,1000
Paraíba,Masculino,33,Parda,10,1500
Paraíba,Feminino,22,Parda,12,500
Paraíba,Masculino,40,Parda,8,1600
Paraíba,Masculino,57,Parda,1,380
Paraíba,Feminino,44,Branca,16,2000
